Role,Link,Location,Salary,Summary,H1B,Company
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/609667,"Grand Rapids, MI","est. $50,000 - $60,000 per year","Security Specialist position in Grand Rapids, Michigan. Requires effective communication, physical fitness, and willingness to learn. Full-time role with a salary range of est. $50,000 - $60,000 per year. Benefits include medical, dental, vision, and 401(k).",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/784516,"Malibu, CA","est. $60,000 - $80,000 per year","Security Specialist position in Malibu, California. Full-time role requiring military or law enforcement experience preferred. Salary range est. $60,000 - $80,000 per year with benefits including medical, dental, and vision. Ideal candidates are physically fit and team-oriented.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/2176706,"Menlo Park, CA","est. $80,000 - $95,000 per year","Security Specialist position in Menlo Park, California. Requires effective communication, physical fitness, and teamwork skills. Full-time role with a salary range of est. $80,000 - $95,000 per year, including benefits like medical, dental, vision, and a sign-on bonus.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/2883369,"Seattle, WA","est. $60,000 - $80,000 per year","Security Specialist position at Gavin de Becker & Associates in Seattle, WA. Full-time role with a focus on protecting public figures. Requires effective communication skills and physical fitness. Salary range est. $60,000 - $80,000 per year.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/3313964,"Los Angeles, CA","est. $60,000 - $80,000 per year","Security Specialist position in Los Angeles, California with Gavin de Becker & Associates. Requires effective communication, physical fitness, and willingness to learn. Full-time role with estimated salary range of $60,000 - $80,000 per year.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/3736103,"Miami, FL","est. $55,000 - $65,000 per year","Security Specialist position in Miami, FL with Gavin de Becker & Associates. Requires effective communication, physical fitness, and willingness to learn. Full-time role with a salary range of est. $55,000 - $65,000 per year.",FALSE,Gavin DeBecker Associates Indeed
Housekeeper Laundry Attendant ,https://boards.greenhouse.io/matherintysons/jobs/4498223007,"The Mather (Tysons, VA)","est. $30,000 - $40,000 per year","Housekeeper Laundry Attendant position in Tysons, Virginia. Full-time role requiring laundry duties, maintaining inventory, and cleaning work areas. Ideal for entry-level candidates.",FALSE,Matherin Tysons
Business Development Representative,https://sproutsocial.com/careers/open-positions/6241798?gh_jid=6241798,Remote US,"est. $70,000 - $90,000 per year","Business Development Representative position at Sprout Social, Remote US. Requires 1+ years in sales or customer service. Skills in organization, communication, and technical expertise preferred. Full-time role with growth opportunities.",FALSE,SS Referrals
Forklift Operator I (Sit-Down) ,https://gtslivingfoods.com/pages/job-board?gh_jid=4026341006,"Vernon, CA","est. $36,400 - $40,600 per year","Forklift Operator I position in Vernon, California requiring 1 year of experience, High School Diploma, and preferred forklift certification. Job involves operating forklifts and maintaining warehouse operations.",FALSE,GTS Living Foods
Manufacturing Associate ,https://gtslivingfoods.com/pages/job-board?gh_jid=4251797006,"Los Angeles, CA - Vernon, CA","est. $33,280 - $34,320 per year","Manufacturing Associate position at GT's Living Foods in Los Angeles, California. Requires 0-1 year of experience in Manufacturing/Production or Food/Beverage industry, and a High School Diploma. Full-time role with physical duties in a hot/wet environment.",FALSE,GTS Living Foods
Manufacturing Associate ,https://gtslivingfoods.com/pages/job-board?gh_jid=4251797006,"Los Angeles, CA - Vernon, CA","est. $33,280 - $34,320 per year","Manufacturing Associate position at GT's Living Foods in Los Angeles, California. Requires 0-1 year of experience in Manufacturing/Production or Food/Beverage industry, and a High School Diploma. Full-time role with physical duties in a hot/wet environment.",FALSE,GTS Living Foods
"Production Technician - Full Time - (Weekday, Mon - Thur)",https://job-boards.greenhouse.io/zennioptical/jobs/4113347008,"Obetz, Ohio ","est. $30,000 - $35,000 per year","Production Technician position at Zenni Optical in Obetz, Ohio. Full-time role with a focus on light physical labor, teamwork, and attention to detail. Ideal for entry-level candidates. Competitive pay and benefits offered.",FALSE,Zenni Optical
Kick Off Form Test ,https://boards.greenhouse.io/denzelcodringtonllc/jobs/4609035004,New York City,"est. $50,000 - $70,000 per year","Kick Off Form Test position located in New York City, seeking candidates for a full-time role.",FALSE,Denzel Codrington
Support Engineer,https://boards.greenhouse.io/denzelcodringtonllc/jobs/4177521004,Brooklyn,"est. $60,000 - $80,000 per year","Support Engineer position in Brooklyn, requiring a Bachelor's Degree, full-time role in the Technology industry.",FALSE,Denzel Codrington
Operations Associate,https://boards.greenhouse.io/luganodiamonds/jobs/4516659007,"Newport Beach, California, United States","est. $52,000 - $56,000 per year","Operations Associate position in Newport Beach, California. Requires organizational skills, attention to detail, and strong communication. Full-time role with flexible scheduling and travel. Est. salary range $52,000 - $56,000 per year.",FALSE,Lugano Diamonds
"Ophthalmic Technician - M-F, no weekends, full benefits!",https://www.virginiaeyeconsultants.com/about/careers/?gh_jid=6914576002,"Norfolk, VA","est. $35,000 - $50,000 per year","Ophthalmic Technician position in Norfolk, Virginia. Requires skills in dilation, refraction, and diagnostic tests. Full-time role with benefits, ideal for entry-level candidates.",FALSE,Vec
Automotive Sales Consultant,https://job-boards.greenhouse.io/stevenapletonautogroup/jobs/4011852006,Palatine Subaru,"est. $40,000 - $60,000 per year","Automotive Sales Consultant position at Palatine Subaru, Illinois. Requires strong negotiation and customer service skills, with a preference for 1 year of sales and customer service experience. Full-time role with competitive pay and benefits.",FALSE,Steven Appleton Auto Group
Loyalty Customer Care Representative (Work From Home/WFH - $17/HR),https://boards.greenhouse.io/kobie/jobs/5666884003,"100 2nd Ave S, St. Petersburg, FL 33701","est. $30,000 - $35,000 per year","Loyalty Customer Care Representative position available for remote work in Florida. Requires high school diploma, 1+ year of customer service experience, and proficiency in Microsoft Office. Estimated salary range is $30,000 - $35,000 per year.",FALSE,Kobie
Business Development Representative - USA,https://ipfabric.io/jobs-listing/?gh_jid=4346283101,"Boston, Massachusetts","est. $60,000 - $80,000 per year","Business Development Representative position in Boston, Massachusetts. Requires excellent communication skills, problem-solving abilities, and experience as an SDR/BDR, preferably in software sales. Full-time role in a startup focused on network automation.",FALSE,IP Fabric
Machine Operator Level C - 2nd Shift,https://job-boards.greenhouse.io/markforged/jobs/5299091004,"Billerica, Massachusetts, United States","est. $40,000 - $60,000 per year","Machine Operator Level C position at Markforged in Billerica, Massachusetts. Requires a High School Diploma/GED, experience with extrusion processes preferred. Full-time role with responsibilities in manufacturing, safety adherence, and material processing.",FALSE,Markforged
Memester (or like Head of Social or smthg),https://boards.greenhouse.io/kalshi/jobs/6015099003,New York or Remote,"est. $60,000 - $80,000 per year","Memester position at Kalshi in New York or Remote. Requires skills in meme creation, social media engagement, and humor. Full-time role in a startup environment.",FALSE,Kalshi
Management Trainee - Plant Operations,https://job-boards.greenhouse.io/48fortyrelosalary/jobs/4427385005,"Houston, Texas, United States","est. $50,000 - $70,000 per year","Management Trainee - Plant Operations position in Houston, Texas. Seeking candidates for a 24-week rotational program focused on supply chain and logistics. Requires a Bachelor's degree and offers hands-on training in plant management, safety, finance, and HR operations.",FALSE,48 Forty Relocation Salary
General Application - Sales Development Representative,https://job-boards.greenhouse.io/labelbox/jobs/4417442007,"San Francisco, New York City","est. $60,000 - $80,000 per year","General Application for Sales Development Representative at Labelbox in San Francisco and New York City. Requires 1-2 years of sales experience, ability to manage conversations, and a collaborative mindset. Full-time hybrid role in the Artificial Intelligence industry.",FALSE,labelbox
General Application - Sales Development Representative,https://job-boards.greenhouse.io/labelbox/jobs/4417442007,"San Francisco, New York City","est. $60,000 - $80,000 per year","General Application for Sales Development Representative at Labelbox in San Francisco and New York City. Requires 1-2 years of sales experience, ability to manage conversations, and a collaborative mindset. Full-time hybrid role in the Artificial Intelligence industry.",FALSE,labelbox
Accounting Associate,https://prosperityllc.com/careers/?gh_jid=4036505008,"Chicago, Illinois, United States","est. $50,000 - $70,000 per year","Accounting Associate position in Chicago, Illinois. Requires an Accounting Degree, CPA qualification, and prior accounting experience. Skills needed include proficiency in accounting software, strong work ethic, communication skills, and ability to work in a hybrid environment.",FALSE,NDH CPA
TikTok Coordinator,https://job-boards.greenhouse.io/mrbeastyoutube/jobs/5317295004,"Greenville, NC","est. $40,000 - $60,000 per year","TikTok Coordinator position in Greenville, North Carolina. Entry-level role focusing on supporting short-form content production, requiring skills in trend research, organization, and communication.",FALSE,MrBeast YouTube
